1005,TCB_05_T1,TCB_05_T2,TCB_05_T3,TCG_05_T1,TCG_05_T2,TCG_05_T3,TCW_05_T1,TCW_05_T2,TCW_05_T3,blue_05_T1,blue_05_T2,blue_05_T3,green_05_T1,green_05_T2,green_05_T3,mndwi_05_T1,mndwi_05_T2,mndwi_05_T3,ndmi_05_T1,ndmi_05_T2,ndmi_05_T3,ndvi_05_T1,ndvi_05_T2,ndvi_05_T3,ndwi_05_T1,ndwi_05_T2,ndwi_05_T3,nir_05_T1,nir_05_T2,nir_05_T3,red_05_T1,red_05_T2,red_05_T3,swir1_05_T1,swir1_05_T2,swir1_05_T3,swir2_05_T1,swir2_05_T2,swir2_05_T3,.geo
0,615.3079,578.1041,432.0479,115.1635,102.4744,-22.8949,30.8835,33.6484,53.8546,308.5,225.5,206.5,335,217,257.5,-0.1971240264,-0.3138339921,0.05316973415,0.4669603524,0.460456942,0.3637702504,0.2890322581,0.3138339921,0.09456264775,0.2971926428,0.1713900135,0.4090287278,499.5,415.5,231.5,275.5,253.5,191.5,181.5,153.5,108,88,88,45,
0,4653.3616,4518.23985,3945.3254,1288.5568,877.3445,1212.38205,-1711.7526,-2159.65085,-1768.72095,1046,709.5,581.5,1337.5,1474.5,925,-0.4584472113,-0.3309891107,-0.5205390696,0.1608121173,-0.01228956229,0.0762175548,0.4362041467,0.3309891107,0.4761605233,-0.3213243689,-0.3418879714,-0.4626778972,3602,2933.5,2933.5,1414,1088.5,1041,2604,3006.5,2518,1647.5,2096.5,1720,
0,3713.2506,3689.86035,3600.48895,2646.4823,2691.7363,2448.21615,-955.0729,-841.22555,-810.8336,470,375,446,707,446,659.5,-0.6944684529,-0.803956044,-0.7080889676,0.3297159813,0.3813530798,0.3632429568,0.733038674,0.803956044,0.7758858721,-0.4730762064,-0.6094570928,-0.4642567019,3921,4104,3859,604,585,487,1976.5,1838,1802.5,1183.5,839.5,814.5,
0,4189.1444,3554.0476,3452.42795,2832.4292,1875.407,1508.17175,-1109.1344,-1397.6452,-1446.31065,497,469,514,794.5,572,720.5,-0.6487621574,-0.7016949153,-0.6028114664,0.2710232598,0.1702680893,0.1137713082,0.7340462629,0.7016949153,0.6119196119,-0.4583262315,-0.603534916,-0.5250494397,3729.5,3263,2907.5,572,700,700,2139,2313.5,2313.5,1116,1108,1169,
0,3226.9036,2607.4334,2328.51785,2500.0974,1824.73155,1406.38935,-723.3713,-634.68475,-665.47355,1307,289.5,346.5,1455,313,466,-0.4682017544,-0.8002233924,-0.6655902404,0.3455032658,0.3426157325,0.2733507064,0.5158490566,0.8002233924,0.7444569711,-0.1463772367,-0.6304604486,-0.479475007,4017,2820.5,2321,1283,468,340,1954,1381,1324.5,1015,565,564,
1,1265.1607,1132.4017,936.3293,432.50245,355.1345,326.9324,0.69315,0.7832,153.6638,314,281,264,522.5,327,386,-0.3392349036,-0.4759615385,-0.3582709892,0.4477101846,0.4390625,0.6323676324,0.4842326559,0.4759615385,0.4283216783,0.1279007016,-0.04664723032,0.3543859649,1059,921,817,368,506,327,404,359,184,201,187,64,
1,1943.529,1626.16185,1143.9534,920.5393,676.10775,541.0205,-115.9127,-35.771,74.2218,415,378,239,630,448.5,386,-0.4842406877,-0.5290102389,-0.4790823212,0.4286840032,0.4589178357,0.5769784173,0.5931458699,0.5290102389,0.5404075896,-0.07011070111,-0.09256449165,0.1352941176,1813,1456,1096,463,563.5,327,725,540,294,320,270.5,143,
0,644.44465,605.6096,483.3778,19.8981,14.3035,-34.1694,80.8864,85.7442,57.5785,313.5,281,264,379.5,245,286,-0.01236174366,-0.1980360065,0.0573012939,0.4407407407,0.493877551,0.4285714286,0.2232704403,0.1980360065,0.09913793103,0.4307257304,0.3279132791,0.4742268041,389,366,255,247,354,209,151,124,102,68,73,73,
0,870.8671,791.7216,543.3915,22.4283,42.8381,-57.14275,106.2129,102.2936,49.81715,347,347,261,398,348,323.5,-0.1135857461,-0.179245283,0.09382924768,0.4388489209,0.4947683109,0.325092707,0.1325028313,0.179245283,0.0297790586,0.3423271501,0.3462282398,0.4065217391,500,500,268,383,398,252.5,195,169,136.5,108.5,101,85,
0,3165.8965,2858.2301,2619.3559,2227.885,2032.0264,1788.1081,-607.0015,-586.14605,-613.02035,385.5,385.5,326,519,356.5,472,-0.7511089797,-0.795965088,-0.7119755912,0.3877434679,0.3758632029,0.3499338386,0.8114845591,0.795965088,0.7809871449,-0.5126760563,-0.5994382022,-0.4821722436,3651.5,3138,2805.5,380,499.5,345,1611,1423.5,1351,613.5,558.5,578.5,
0,955.52285,2145.3033,2145.3033,187.52955,115.4729,115.4729,16.12965,-923.1135,-923.1135,318,460,460,391,807,693,-0.2705223881,-0.1848484848,-0.2572347267,0.4551282051,-0.05326876513,-0.05326876513,0.280075188,0.1848484848,0.1848484848,0.2105263158,-0.2357954545,-0.3063063063,681,1173,1173,383,693,807,255,1305,1305,159,1026,1026,
0,2471.8306,2458.696,1851.0682,1657.4013,1535.1073,754.9971,-179.6097,-254.51,-554.8511,342,388.5,335,522,437.5,480,-0.6435035001,-0.7094953519,-0.5282555283,0.447954272,0.4406827084,0.1933998465,0.7422624434,0.7094953519,0.5659617321,-0.2747481765,-0.3910925539,-0.3729588504,2406.5,2574.5,1555,356,604.5,431,917.5,999.5,1051,354.5,417,538,
0,1737.4983,1914.574,1726.5552,959.9472,933.8425,596.1217,-253.5184,-475.5796,-521.3505,309.5,368.5,402,450.5,382,481,-0.5624089364,-0.6400471143,-0.4757493188,0.3409754064,0.2503591954,0.1321070234,0.6396534149,0.6400471143,0.51538892,-0.2739726027,-0.4640477026,-0.3666886109,1608.5,1740.5,1354,353.5,483.5,433,790.5,1043.5,1038,396.5,443,450,
0,4838.8569,4646.1932,4096.9965,226.2474,136.4777,-159.9823,-1892.1532,-2021.8382,-2178.9059,1253,1142.5,1102,1643,1766.5,1309,-0.2357250843,-0.1629945511,-0.1808510638,-0.05277233018,-0.06423942051,-0.1741794311,0.1486325803,0.1629945511,0.09359605911,-0.2849526711,-0.224879333,-0.3441883768,2656.5,2454.5,1887,1969,1508.5,1564,2952.5,2791.5,2683,2434,2295,2354,
0,4885.0699,4780.23105,4546.2064,822.6619,662.0814,170.47,-2398.8292,-2508.66815,-2767.7368,929.5,877.5,910,1338.5,1496.5,1312,-0.3940697148,-0.3141613199,-0.274737424,-0.02199285431,-0.05542287738,-0.1734767025,0.3192674307,0.3141613199,0.2063824222,-0.412487655,-0.3632592277,-0.4278238116,3079.5,2867.5,2306,1589,1312.5,1517,3218,3204,3274,2524.5,2524.5,2736,
0,3744.9693,3525.20775,3240.6037,1118.2126,948.296,703.367,-2168.5222,-2075.78575,-2226.708,538,512.5,526,828.5,838.5,722,-0.5213057923,-0.483682266,-0.4739526412,-0.04254545455,-0.06318040435,-0.1558522846,0.5270407424,0.483682266,0.4648805214,-0.5516168313,-0.5306465155,-0.5864833906,2633,2409.5,2023,815.5,792.5,739,2867,2734.5,2770,1782,1694.5,1728,
0,861.1771,1274.2548,781.2672,96.1569,180.3993,-11.6962,-34.9191,-136.20495,-58.0465,270.5,360,262,362.5,503,334,-0.1296518607,-0.253432282,-0.124508519,0.2212848799,0.2414553473,0.21875,0.1357875679,0.253432282,0.0671641791,0.09433962264,-0.0127576055,0.09688013136,470.5,844.5,429,358,496,375,300,516,275,209.5,306.5,215,
0,3817.024,3453.45155,3699.8283,2578.0403,1467.8783,1337.3327,-892.5088,-1485.4362,-1823.7198,397.5,478,542,735,687,837,-0.696124031,-0.6134477423,-0.5454792289,0.3564225492,0.1019310212,0.02985344672,0.7757818418,0.6134477423,0.5654565457,-0.451799366,-0.5456349206,-0.5241614554,4102.5,2867.5,2846,518,775,790,1946.5,2337,2681,832.5,1206,1447,
0,691.7639,1502.96025,896.4887,131.7022,168.96725,8.6009,107.0377,-254.0357,-172.1215,221,415,299,286,572.5,438,-0.2033426184,-0.2464626522,-0.04575163399,0.5609756098,0.1793275218,0.05147864184,0.1458885942,0.2464626522,0.1808118081,0.4036809816,-0.07023954527,0.005740528129,432,947,480,322,603.5,333,121.5,659,433,67.5,440.5,254,
0,2210.1395,3214.2429,3260.2304,433.1865,611.9609,578.4129,-838.0967,-1236.1279,-1436.2915,436,626.5,602,717,1039.5,911,-0.3965916263,-0.34375,-0.3940804789,0.1120790752,0.06678361108,0.01722882795,0.4036794248,0.34375,0.335457152,-0.2977473066,-0.2834740651,-0.3794277929,1659.5,2128.5,2096,705,941.5,1043,1325,1862,2025,894.5,1376,1504,
0,648.752,639.9186,547.7342,39.9096,52.35835,-105.2645,51.6081,45.4244,132.8981,258.5,290,291,343.5,260,324,-0.06910569106,-0.2244593587,0.1348511384,0.4570637119,0.4058219178,0.4924471299,0.1019553073,0.2244593587,-0.1287477954,0.4006116208,0.199538639,0.5882352941,394.5,410.5,247,321.5,305.5,320,147,173.5,84,85,87.5,38,
1,1750.0411,2002.2251,1821.8684,654.1538,891.80135,380.6955,-417.7701,-523.1244,-653.6628,346,350.5,445,534,463,462,-0.4878925917,-0.5836330935,-0.4532544379,0.2279382667,0.2538269847,0.04333050127,0.5388048599,0.5836330935,0.3340575774,-0.292480954,-0.3871608206,-0.4181360202,1551.5,1761,1228,465,496,613,975.5,1048,1126,515.5,565.5,623,
1,1339.0953,1434.68325,999.6706,447.3595,603.7346,217.8705,-242.2209,-283.29485,-231.1607,290.5,279,248,476,342,337,-0.3794002608,-0.5689981096,-0.3550239234,0.2800967937,0.2868217054,0.2081911263,0.5114285714,0.5689981096,0.3694390716,-0.1111111111,-0.3372093023,-0.1585518102,1058,1245,708,342,428,326,595,690,464,386.5,349.5,336,
1,1916.2382,2613.7048,2313.08335,932.7333,1666.629,1402.69785,-306.50665,-301.0464,-254.9965,333,318,322.5,514,452,595,-0.5527517946,-0.7178526841,-0.6000672156,0.3658629927,0.4192882929,0.4146486406,0.6008073559,0.7178526841,0.6921983295,-0.234264432,-0.4271229404,-0.246835443,1784.5,2752,2380.5,445,652,433,828.5,1126,985,457.5,418,374.5,
1,2518.528,2875.9023,2510.0287,897.86095,1778.9731,1474.0111,-565.66755,-354.6582,-317.2334,547,358,326.5,743.5,516,658.5,-0.4675022381,-0.704974271,-0.5884375,0.2408781226,0.4102624734,0.4047257151,0.5044052863,0.704974271,0.6800528838,-0.2553830746,-0.4146341463,-0.2411408816,2049,2982,2541.5,675,729,484,1253.5,1247,1077,681,491,463,
1,2122.781,1034.331,921.5686,401.3677,484.1736,340.64935,-523.10085,-16.0024,10.1864,646,247,287,747,258,336.5,-0.3173406443,-0.5801464605,-0.4054770318,0.1613293051,0.4881226054,0.4717853839,0.3676470588,0.5801464605,0.5002357379,-0.1644295302,-0.1283783784,0.08199356913,1441.5,971,795.5,666.5,341,265,1041,334,285.5,691.5,164,133.5,
1,1381.74995,1454.1226,1252.7956,705.8093,803.6504,605.7561,-53.9859,-65.9877,-69.98525,275.5,270,266.5,391.5,338,384.5,-0.5480519481,-0.6233983287,-0.5081547809,0.4768722467,0.4776876268,0.4269288956,0.5888625592,0.6233983287,0.5868102288,-0.09636468552,-0.2075029308,-0.1037296037,1341,1457,1179,347,390,307,475,515,473.5,229,229,191.5,
1,4020.0252,1726.3299,1059.9097,521.46745,496.0982,406.2035,-202.65945,-101.8072,-47.24475,1430.5,562,282,1650,533,380,-0.2360226878,-0.4371700106,-0.4124468496,0.3122772521,0.3859470468,0.4021488872,0.2590496404,0.4371700106,0.5199667221,0.08232207281,-0.06161971831,-0.01234567901,2669.5,1361,913.5,1571,636,288.5,1399,603,389.5,887,360,168.5,
1,1697.4373,1411.3371,734.4668,208.45235,169.6399,118.28795,-109.71865,10.7728,51.25275,631.5,587,299,768,533,341.5,-0.1805814884,-0.2758152174,-0.2034985423,0.2806712963,0.3839351511,0.4293628809,0.2926401869,0.2758152174,0.3088142042,0.1054336092,0.1209253417,0.2474885845,1106.5,939,516,605.5,636,272.5,621.5,418,206,370,273,88,
0,3298.52285,2474.22995,2431.6379,2346.8856,1489.99075,1442.3511,-702.96415,-636.50965,-680.8868,329,344,348,529,435.5,439,-0.7457341985,-0.7016101405,-0.692253768,0.3874510553,0.3026488329,0.284725918,0.7743038593,0.7016101405,0.7066101096,-0.5038686987,-0.5065155807,-0.5075715087,3632,2483.5,2414,462,445.5,415,1603.5,1329.5,1344,738.5,595,621,
1,1411.11675,1652.5137,1376.53195,674.42415,902.9031,493.53415,-95.6842,-97.1362,-133.62775,321,308,350.5,403.5,383,445,-0.5333911535,-0.6232169208,-0.4440974391,0.4428726877,0.4898419865,0.3761904762,0.5776323617,0.6232169208,0.4839537869,-0.118514473,-0.1919831224,-0.08152734778,1326,1650,1156,355,437,402,512,565,524,262.5,315,306,
1,1630.73295,2048.5509,1656.2642,845.2066,1183.8941,844.58605,-134.1043,-159.8283,-57.30115,336,365,347,454,439,503.5,-0.5539179563,-0.6520015854,-0.5217288055,0.449255441,0.4604064471,0.466026081,0.6208045094,0.6520015854,0.6056126284,-0.1393364929,-0.2737799835,-0.07359705612,1581.5,2084,1602,370,510,393.5,601,770,583.5,318,358,246,
0,860.61375,1002.702,805.47565,228.70965,215.712,-28.52265,31.6657,128.039,109.87345,289,312,345,345.5,373,437.5,-0.3261823501,-0.3427312775,-0.01905829596,0.5077605322,0.5743801653,0.5,0.397021058,0.3427312775,0.07765263782,0.2176211454,0.2884283247,0.4855687606,680,762,454.5,293.5,486,389,222,206,151.5,156.5,126,130,
0,3908.6046,4083.9972,3562.8703,2646.1713,3041.1506,2048.80045,-1309.3511,-1087.2456,-1171.95385,374,405,426,606,432,675.5,-0.7424564386,-0.8269577408,-0.6732373927,0.2733907912,0.3522087163,0.2517868452,0.7998244074,0.8269577408,0.7132243685,-0.5885248684,-0.6698509744,-0.5074735691,4100,4561,3459,456,575,579,2339.5,2185,2067.5,1058,966,1057,
0,2402.1809,2574.1296,2634.88215,1646.02245,1538.0557,1326.6852,-359.6555,-681.333,-786.55765,301,329,410,464.5,440,566,-0.6980825479,-0.7086092715,-0.6220367279,0.4113992437,0.3190184049,0.2613267558,0.7451569806,0.7086092715,0.644549763,-0.4021879022,-0.5033860045,-0.4307266784,2612.5,2580,2429,381.5,490,525,1089.5,1332,1422.5,419.5,707,811.5,
0,771.41905,765.2541,664.6354,40.75325,110.1659,-105.0402,16.1328,61.7115,108.912,287.5,289,341,402,317,430,-0.07956496852,-0.2532391048,0.1637347767,0.3597692862,0.4535519126,0.4473067916,0.2097498396,0.2532391048,-0.02600472813,0.2884615385,0.2263056093,0.5693430657,471.5,532,309,308,336,325.5,222,200,118,153.5,102,96,
0,1492.9753,1600.3434,1384.23085,791.75485,731.6121,413.9549,10.75455,18.6451,-29.528,316.5,345,377,467,415,575,-0.5218837983,-0.5658995816,-0.3173048382,0.5532915361,0.522889115,0.4256344362,0.6214889555,0.5658995816,0.4522251309,0.0441587479,-0.06108597285,0.1252446184,1486.5,1497,1109.5,347,568,418.5,427.5,469,447,241,254,262,
0,1770.6421,1964.3965,1754.06135,890.26165,945.3568,664.8786,-250.10905,-135.5762,-136.5092,355,385,392.5,485.5,491,583.5,-0.5511902011,-0.5808792147,-0.4425603057,0.3957163651,0.4514106583,0.4168425991,0.6287308906,0.5808792147,0.4983874969,-0.1988448845,-0.1754827876,-0.03153526971,1678,1852,1510,382.5,585,505.5,726.5,700,621.5,411,388,395,
1,3643.3791,4048.5934,3956.7838,2523.03125,2679.3317,2289.3831,-698.62015,-978.1733,-1126.41745,431,443,515,674.5,600,790,-0.708985007,-0.7540479606,-0.6614164792,0.3890934596,0.3556153968,0.2768445323,0.7692908989,0.7540479606,0.7037688166,-0.4417546038,-0.5444191344,-0.4707754145,3961,4279,3876.5,516.5,722,674,1742,2034,2195.5,744,1018,1039.5,
1,2798.60335,3132.7332,3169.1822,1703.2381,2074.7057,1844.1017,-426.05375,-383.7251,-708.3464,445,424,476,625,529,695,-0.6429591545,-0.7286483714,-0.6380208333,0.3988326848,0.440786661,0.3240711504,0.6987595983,0.7286483714,0.6988521269,-0.3283181085,-0.424060969,-0.3957835253,2876,3370,3145,510,675,557.5,1236,1308,1605.5,559.5,564,729,
1,2915.0543,3257.1703,3014.374,1675.08845,1982.3262,1412.5994,-553.42005,-578.9753,-808.86665,417.5,463,460,656,601,724,-0.6307865485,-0.6947689182,-0.5764224075,0.3549216741,0.3823529412,0.2401334714,0.6731629854,0.6947689182,0.5986354198,-0.3554409236,-0.4254302103,-0.3903157895,2897.5,3337,2694.5,566,685,676.5,1379.5,1491,1651,651,713,794.5,
1,3404.71265,3479.1272,3354.83175,2438.73475,2474.2468,2250.16195,-706.84985,-646.1675,-779.92675,369,404,381,605.5,482,591.5,-0.7223113965,-0.7766967802,-0.7151456778,0.3836234687,0.3927728346,0.342189561,0.7960306074,0.7766967802,0.7559472452,-0.4685099846,-0.5524605385,-0.4937954643,3755.5,3835,3561.5,426.5,610,495,1673,1672,1745.5,709,663,728,
1,3417.5026,3837.9348,3585.55195,2284.64495,2646.8867,2170.122,-617.0694,-678.2495,-1009.7321,460.5,502,477,694,551,693,-0.6810661765,-0.7671667019,-0.6767346939,0.3960499952,0.4128378378,0.2956654952,0.7588652482,0.7671667019,0.7320804722,-0.3902921151,-0.5185670599,-0.4763883642,3658,4182,3594.5,501.5,723,556,1582.5,1738,1954,709.5,810,950,
1,3289.1201,3673.2192,3440.2417,2027.7688,2441.3865,2282.92885,-532.3299,-649.9427,-798.40765,460.5,501,397,769.5,546,642.5,-0.6299591248,-0.7555406313,-0.700221626,0.3874334834,0.3953736655,0.3617339312,0.7149000759,0.7555406313,0.7610245258,-0.3208296558,-0.5135857461,-0.4533078068,3389.5,3921,3644,563.5,758,494.5,1496.5,1699,1708,653,748,839,
1,3022.4885,3589.9738,3257.63845,1745.6581,2110.6783,1842.5283,-599.0869,-788.5325,-1020.1611,423,501,400,694,626,646,-0.6246619794,-0.7025421715,-0.6590579232,0.3460289011,0.3312279398,0.254139238,0.6840925018,0.7025421715,0.7003380663,-0.355467843,-0.483924155,-0.4863844166,3004,3583,3143.5,563.5,798,554,1459.5,1800,1869.5,676,828,923,
1,2865.5607,2955.1424,2928.1199,1581.34325,2002.3329,1637.8365,-635.1148,-542.2168,-728.17095,411.5,386,381,640,464,597,-0.6262773723,-0.745683749,-0.6530582595,0.3304669772,0.3926541321,0.2972295063,0.6629347664,0.745683749,0.6617496714,-0.3730100416,-0.4991905019,-0.4415341441,2785,3185,2844.5,564.5,527,579,1401.5,1389,1541,724.5,601,728.5,
1,2727.8889,2999.6437,2873.581,1567.5368,2067.335,1498.3693,-623.82555,-548.2851,-823.21625,430.5,352,406.5,562.5,464,598.5,-0.6547491177,-0.7508055854,-0.6356718916,0.3282423944,0.3943541488,0.257223067,0.6852633224,0.7508055854,0.6449341904,-0.4158878505,-0.5063829787,-0.4524245197,2696,3260,2687,503.5,528,580,1363.5,1416,1587.5,669.5,599,793.5,
1,1560.5397,1934.0754,1693.78325,701.341,904.5552,651.65905,-201.4207,-365.7331,-387.2189,341,385,345.5,433,448,440,-0.5313852814,-0.59566787,-0.528529333,0.3767939674,0.3516819572,0.2839783978,0.5631041149,0.59566787,0.5127253446,-0.1932929669,-0.3086419753,-0.287737758,1415,1768,1426.5,395.5,497,459.5,640.5,848,795.5,347,527,516.5,
1,993.50695,1162.6318,796.8895,124.77185,274.1901,57.06835,128.2393,187.3446,87.7517,331.5,360,291.5,510,455,404,-0.1439362149,-0.3338213763,-0.1207834603,0.5110864745,0.6209964413,0.5236686391,0.2481684982,0.3338213763,0.1942028986,0.3963039014,0.3622754491,0.4300884956,681.5,911,515,410.5,531,347.5,220.5,213,161,116.5,119,136.5,
1,1089.79965,1161.2843,876.61535,138.49985,240.0581,70.9335,28.73,120.9496,41.59035,330.5,340,323,510,455,428,-0.1803937324,-0.3142426526,-0.134479272,0.4070881226,0.5392762577,0.4086629002,0.2496809868,0.3142426526,0.2142857143,0.2446613789,0.2709497207,0.2901281085,734.5,872,561,441,531,363,309.5,261,235.5,209.5,163,158.5,
1,889.88875,1073.0893,705.70265,6.6109,106.8055,-14.254,121.8322,120.9011,129.01645,332,380,274.5,472,487,390.5,-0.05741387918,-0.1910299003,-0.02739726027,0.4739039666,0.5015706806,0.5865384615,0.1077405858,0.1910299003,0.07984293194,0.4281391831,0.3434482759,0.5682730924,529.5,717,412.5,426.5,493,351.5,189,238,107.5,118,154,98.5,
1,928.17875,1174.8208,697.2316,27.31785,165.2841,2.34265,145.7538,223.0643,187.53585,344.5,418,266.5,510,518,428,-0.05686546463,-0.2359882006,-5.84E-04,0.52909699,0.6351219512,0.7489795918,0.1452905812,0.2359882006,0.1217277487,0.4868804665,0.4695035461,0.7487231869,571.5,838,428.5,426.5,569,335.5,176,187,61.5,117.5,118,62,
1,988.9438,1194.5809,697.7997,4.8677,108.6346,36.9546,149.54395,189.001,157.85805,363,437,251,560,530,391,-0.02481497606,-0.2018072289,-0.07181008902,0.5138263666,0.5786350148,0.6614535419,0.1230916031,0.2018072289,0.1591784339,0.4953271028,0.4266487214,0.619047619,588.5,798,451.5,459.5,607,327.5,189,213,92,135.5,154,65.5,
1,922.8106,1093.0439,723.27445,48.59645,180.8535,-0.92525,142.8921,170.7715,162.65425,321.5,340,295.5,472,486,428,-0.1085930123,-0.2412177986,-0.004651162791,0.5376555337,0.5773809524,0.5709090909,0.1459248414,0.2412177986,0.1148387097,0.4556669237,0.3905579399,0.5677655678,587,795,432,437.5,493,343,176.5,213,118,117.5,118,46,
1,952.4685,1174.3734,723.14755,57.60135,214.2382,7.3936,157.90415,225.6489,130.27385,350.5,379,296,510,497,409,-0.08724832215,-0.2739225712,-0.02734839477,0.5027829314,0.6073732719,0.4781864842,0.1693936477,0.2739225712,0.125732899,0.4345991561,0.4,0.4568121104,607.5,872,432,431.5,569,335.5,201,213,152.5,82,81,50.5,
1,975.402,1187.3681,752.2619,41.34415,171.8043,27.678,146.3942,176.0335,144.4272,360,379,328,528.5,518,391,-0.07036059807,-0.2359882006,-0.09699769053,0.5108628181,0.5347985348,0.6183986371,0.1584959543,0.2359882006,0.1480362538,0.4569262578,0.3419689119,0.5546719682,608.5,838,475,442,568,352.5,197,254,112,117.5,118,88,
1,994.91715,1198.0758,761.762,48.58225,160.8436,21.3064,148.58575,165.849,130.3051,382,418,323,521.5,517,428,-0.09146341463,-0.236900369,-0.04888888889,0.5132850242,0.5576208178,0.6,0.1607225567,0.236900369,0.1690402477,0.4426002766,0.3695364238,0.5677655678,626.5,838,472,453,568,335.5,201.5,238,118,118,154,107,
1,1008.88005,1211.4042,820.42805,-12.0983,139.6852,129.93285,160.67145,203.0584,172.1557,381,436,300.5,559,530,427,-0.02613240418,-0.2228739003,-0.1680467608,0.5141388175,0.5931232092,0.7019162527,0.09175162187,0.2228739003,0.2830390583,0.4946524064,0.4266487214,0.6052631579,589,834,599.5,490,606,335,189,213,105,133.5,140,84.5,
1,975.2356,1048.7217,744.25635,12.0548,162.6839,68.6329,156.68665,192.8267,124.35295,370.5,378,293,540.5,432,427,-0.04124168514,-0.274559194,-0.0737527115,0.5158166559,0.6517954298,0.580207502,0.1250598946,0.274559194,0.2555485098,0.4848901099,0.4594594595,0.5290957923,587,759,495,456.5,529,293.5,187.5,160,131.5,117.5,118,84.5,
1,1672.54755,1581.3449,1614.61715,830.07845,690.1392,523.89265,-78.58555,-132.3709,-329.8851,341.5,319,381,503,423,478.5,-0.5207241544,-0.5412147505,-0.4564044306,0.4472908637,0.3802816901,0.2547100563,0.5900373599,0.5412147505,0.4605525491,-0.09573033708,-0.2026390198,-0.2282258065,1596,1421,1282,411.5,493,473.5,609.5,638,761.5,259,271,444.5,
1,1054.1019,1146.573,828.8649,8.7409,109.635,25.8753,136.74535,127.5427,57.36535,360.5,338,289.5,578.5,517,427.5,-0.03783783784,-0.1896551724,-0.07915993538,0.4452808338,0.4838709677,0.416254417,0.1113089938,0.1896551724,0.1490825688,0.4144254279,0.323943662,0.3485804416,624,759,501,499,568,371,239.5,264,206.5,135.5,163,151.5,
1,1597.79145,1615.7197,1496.29715,593.91575,699.6411,437.72975,-80.34115,-47.2967,-233.7735,351.5,339,338.5,573,455,536,-0.4071391619,-0.5248041775,-0.3669914379,0.3831680651,0.4188532556,0.275833563,0.4879649891,0.5248041775,0.4410208528,-0.0284018652,-0.1358024691,-0.101424979,1360,1460,1157.5,468,530,449,606.5,598,657,256,216,375.5,
1,974.9573,1129.7779,735.6198,-8.59805,111.1966,15.3837,131.77725,163.4374,155.3355,372,398,279,540.5,497,404,-0.02568724651,-0.2085987261,-0.05937136205,0.5013192612,0.5617283951,0.6049382716,0.1075425791,0.2085987261,0.1179361179,0.4818368746,0.4,0.5658914729,569,759,455,458.5,568,359,189,213,112,153,154,70,
1,2071.6946,2167.0057,2070.9377,1022.04445,1208.3643,817.80885,-276.4436,-247.014,-426.3411,381,345,395,586.5,455,567.5,-0.5365468194,-0.6513409962,-0.5099309154,0.3798119567,0.424322538,0.2473693597,0.6106854421,0.6513409962,0.5118893212,-0.1968503937,-0.3137254902,-0.3004622496,1944.5,2155,1748.5,470,568,564.5,874,871,1055,438.5,433,473.5,
